1000, 150259179943847.50000, 0.005
2000, 255840567573.40164, 0.005
3000, 57962.71575, 0.005
4000, 21030.81525, 0.005
5000, 8736.17809, 0.005
6000, 3884.40160, 0.005
7000, 934.66670, 0.005
8000, 493.01922, 0.005
9000, 335.02622, 0.005
10000, 31.04862, 0.005
